2025-06-11 06:44:43.774100 UTC,220.267,-19.8692;
2025-06-11 06:44:45.774100 UTC,220.239,-19.7959;
2025-06-11 06:44:47.774100 UTC,220.211,-19.7226;
2025-06-11 06:44:49.774100 UTC,220.183,-19.6492;
2025-06-11 06:44:51.774100 UTC,220.154,-19.5758;
2025-06-11 06:44:53.774100 UTC,220.125,-19.5023;
2025-06-11 06:44:55.774100 UTC,220.097,-19.4287;
2025-06-11 06:44:57.774100 UTC,220.068,-19.3551;
2025-06-11 06:44:59.774100 UTC,220.039,-19.2815;
2025-06-11 06:45:01.774100 UTC,220.01,-19.2077;
2025-06-11 06:45:03.774100 UTC,219.981,-19.134;
2025-06-11 06:45:05.774100 UTC,219.952,-19.0601;
2025-06-11 06:45:07.774100 UTC,219.922,-18.9862;
2025-06-11 06:45:09.774100 UTC,219.893,-18.9122;
2025-06-11 06:45:11.774100 UTC,219.863,-18.8382;
2025-06-11 06:45:13.774100 UTC,219.833,-18.7641;
2025-06-11 06:45:15.774100 UTC,219.804,-18.69;
2025-06-11 06:45:17.774100 UTC,219.774,-18.6157;
2025-06-11 06:45:19.774100 UTC,219.744,-18.5415;
2025-06-11 06:45:21.774100 UTC,219.713,-18.4671;
2025-06-11 06:45:23.774100 UTC,219.683,-18.3927;
2025-06-11 06:45:25.774100 UTC,219.653,-18.3182;
2025-06-11 06:45:27.774100 UTC,219.622,-18.2437;
2025-06-11 06:45:29.774100 UTC,219.591,-18.1691;
2025-06-11 06:45:31.774100 UTC,219.561,-18.0944;
2025-06-11 06:45:33.774100 UTC,219.53,-18.0197;
2025-06-11 06:45:35.774100 UTC,219.499,-17.9449;
2025-06-11 06:45:37.774100 UTC,219.467,-17.87;
2025-06-11 06:45:39.774100 UTC,219.436,-17.7951;
2025-06-11 06:45:41.774100 UTC,219.405,-17.7201;
2025-06-11 06:45:43.774100 UTC,219.373,-17.645;
2025-06-11 06:45:45.774100 UTC,219.341,-17.5698;
2025-06-11 06:45:47.774100 UTC,219.309,-17.4946;
2025-06-11 06:45:49.774100 UTC,219.277,-17.4193;
2025-06-11 06:45:51.774100 UTC,219.245,-17.344;
2025-06-11 06:45:53.774100 UTC,219.213,-17.2686;
2025-06-11 06:45:55.774100 UTC,219.181,-17.1931;
2025-06-11 06:45:57.774100 UTC,219.148,-17.1175;
2025-06-11 06:45:59.774100 UTC,219.115,-17.0418;
2025-06-11 06:46:01.774100 UTC,219.082,-16.9661;
2025-06-11 06:46:03.774100 UTC,219.049,-16.8903;
2025-06-11 06:46:05.774100 UTC,219.016,-16.8145;
2025-06-11 06:46:07.774100 UTC,218.983,-16.7385;
2025-06-11 06:46:09.774100 UTC,218.95,-16.6625;
2025-06-11 06:46:11.774100 UTC,218.916,-16.5864;
2025-06-11 06:46:13.774100 UTC,218.882,-16.5102;
2025-06-11 06:46:15.774100 UTC,218.848,-16.434;
2025-06-11 06:46:17.774100 UTC,218.814,-16.3576;
2025-06-11 06:46:19.774100 UTC,218.78,-16.2812;
2025-06-11 06:46:21.774100 UTC,218.746,-16.2048;
2025-06-11 06:46:23.774100 UTC,218.711,-16.1282;
2025-06-11 06:46:25.774100 UTC,218.677,-16.0515;
2025-06-11 06:46:27.774100 UTC,218.642,-15.9748;
2025-06-11 06:46:29.774100 UTC,218.607,-15.898;
2025-06-11 06:46:31.774100 UTC,218.572,-15.8211;
2025-06-11 06:46:33.774100 UTC,218.536,-15.7441;
2025-06-11 06:46:35.774100 UTC,218.501,-15.6671;
2025-06-11 06:46:37.774100 UTC,218.465,-15.5899;
2025-06-11 06:46:39.774100 UTC,218.429,-15.5127;
2025-06-11 06:46:41.774100 UTC,218.393,-15.4354;
2025-06-11 06:46:43.774100 UTC,218.357,-15.358;
2025-06-11 06:46:45.774100 UTC,218.321,-15.2805;
2025-06-11 06:46:47.774100 UTC,218.284,-15.2029;
2025-06-11 06:46:49.774100 UTC,218.248,-15.1253;
2025-06-11 06:46:51.774100 UTC,218.211,-15.0475;
2025-06-11 06:46:53.774100 UTC,218.174,-14.9697;
2025-06-11 06:46:55.774100 UTC,218.137,-14.8918;
2025-06-11 06:46:57.774100 UTC,218.099,-14.8137;
2025-06-11 06:46:59.774100 UTC,218.062,-14.7356;
2025-06-11 06:47:01.774100 UTC,218.024,-14.6574;
2025-06-11 06:47:03.774100 UTC,217.986,-14.5791;
2025-06-11 06:47:05.774100 UTC,217.948,-14.5007;
2025-06-11 06:47:07.774100 UTC,217.909,-14.4223;
2025-06-11 06:47:09.774100 UTC,217.871,-14.3437;
2025-06-11 06:47:11.774100 UTC,217.832,-14.265;
2025-06-11 06:47:13.774100 UTC,217.793,-14.1862;
2025-06-11 06:47:15.774100 UTC,217.754,-14.1074;
2025-06-11 06:47:17.774100 UTC,217.715,-14.0284;
2025-06-11 06:47:19.774100 UTC,217.675,-13.9493;
2025-06-11 06:47:21.774100 UTC,217.635,-13.8702;
2025-06-11 06:47:23.774100 UTC,217.595,-13.7909;
2025-06-11 06:47:25.774100 UTC,217.555,-13.7115;
2025-06-11 06:47:27.774100 UTC,217.515,-13.632;
2025-06-11 06:47:29.774100 UTC,217.474,-13.5525;
2025-06-11 06:47:31.774100 UTC,217.434,-13.4728;
2025-06-11 06:47:33.774100 UTC,217.392,-13.393;
2025-06-11 06:47:35.774100 UTC,217.351,-13.3131;
2025-06-11 06:47:37.774100 UTC,217.31,-13.2331;
2025-06-11 06:47:39.774100 UTC,217.268,-13.153;
2025-06-11 06:47:41.774100 UTC,217.226,-13.0728;
2025-06-11 06:47:43.774100 UTC,217.184,-12.9925;
2025-06-11 06:47:45.774100 UTC,217.142,-12.912;
2025-06-11 06:47:47.774100 UTC,217.099,-12.8315;
2025-06-11 06:47:49.774100 UTC,217.056,-12.7508;
2025-06-11 06:47:51.774100 UTC,217.013,-12.6701;
2025-06-11 06:47:53.774100 UTC,216.97,-12.5892;
2025-06-11 06:47:55.774100 UTC,216.926,-12.5082;
2025-06-11 06:47:57.774100 UTC,216.883,-12.4271;
2025-06-11 06:47:59.774100 UTC,216.839,-12.3458;
2025-06-11 06:48:01.774100 UTC,216.794,-12.2645;
2025-06-11 06:48:03.774100 UTC,216.75,-12.183;
2025-06-11 06:48:05.774100 UTC,216.705,-12.1014;
2025-06-11 06:48:07.774100 UTC,216.66,-12.0197;
2025-06-11 06:48:09.774100 UTC,216.615,-11.9379;
2025-06-11 06:48:11.774100 UTC,216.569,-11.8559;
2025-06-11 06:48:13.774100 UTC,216.524,-11.7739;
2025-06-11 06:48:15.774100 UTC,216.478,-11.6917;
2025-06-11 06:48:17.774100 UTC,216.431,-11.6093;
2025-06-11 06:48:19.774100 UTC,216.385,-11.5269;
2025-06-11 06:48:21.774100 UTC,216.338,-11.4443;
2025-06-11 06:48:23.774100 UTC,216.291,-11.3616;
2025-06-11 06:48:25.774100 UTC,216.243,-11.2787;
2025-06-11 06:48:27.774100 UTC,216.196,-11.1958;
2025-06-11 06:48:29.774100 UTC,216.148,-11.1127;
2025-06-11 06:48:31.774100 UTC,216.099,-11.0294;
2025-06-11 06:48:33.774100 UTC,216.051,-10.946;
2025-06-11 06:48:35.774100 UTC,216.002,-10.8625;
2025-06-11 06:48:37.774100 UTC,215.953,-10.7789;
2025-06-11 06:48:39.774100 UTC,215.903,-10.6951;
2025-06-11 06:48:41.774100 UTC,215.854,-10.6112;
2025-06-11 06:48:43.774100 UTC,215.804,-10.5271;
2025-06-11 06:48:45.774100 UTC,215.753,-10.4429;
2025-06-11 06:48:47.774100 UTC,215.703,-10.3585;
2025-06-11 06:48:49.774100 UTC,215.652,-10.274;
2025-06-11 06:48:51.774100 UTC,215.6,-10.1894;
2025-06-11 06:48:53.774100 UTC,215.549,-10.1046;
2025-06-11 06:48:55.774100 UTC,215.497,-10.0196;
2025-06-11 06:48:57.774100 UTC,215.445,-9.93452;
2025-06-11 06:48:59.774100 UTC,215.392,-9.84927;
2025-06-11 06:49:01.774100 UTC,215.339,-9.76387;
2025-06-11 06:49:03.774100 UTC,215.286,-9.67832;
2025-06-11 06:49:05.774100 UTC,215.233,-9.59261;
2025-06-11 06:49:07.774100 UTC,215.179,-9.50674;
2025-06-11 06:49:09.774100 UTC,215.124,-9.42071;
2025-06-11 06:49:11.774100 UTC,215.07,-9.33453;
2025-06-11 06:49:13.774100 UTC,215.015,-9.24818;
2025-06-11 06:49:15.774100 UTC,214.96,-9.16167;
2025-06-11 06:49:17.774100 UTC,214.904,-9.07499;
2025-06-11 06:49:19.774100 UTC,214.848,-8.98815;
2025-06-11 06:49:21.774100 UTC,214.791,-8.90114;
2025-06-11 06:49:23.774100 UTC,214.735,-8.81396;
2025-06-11 06:49:25.774100 UTC,214.677,-8.72661;
2025-06-11 06:49:27.774100 UTC,214.62,-8.63909;
2025-06-11 06:49:29.774100 UTC,214.562,-8.55139;
2025-06-11 06:49:31.774100 UTC,214.504,-8.46352;
2025-06-11 06:49:33.774100 UTC,214.445,-8.37547;
2025-06-11 06:49:35.774100 UTC,214.386,-8.28724;
2025-06-11 06:49:37.774100 UTC,214.327,-8.19883;
2025-06-11 06:49:39.774100 UTC,214.267,-8.11024;
2025-06-11 06:49:41.774100 UTC,214.206,-8.02147;
2025-06-11 06:49:43.774100 UTC,214.146,-7.93251;
2025-06-11 06:49:45.774100 UTC,214.084,-7.84336;
2025-06-11 06:49:47.774100 UTC,214.023,-7.75402;
2025-06-11 06:49:49.774100 UTC,213.961,-7.66449;
2025-06-11 06:49:51.774100 UTC,213.899,-7.57477;
2025-06-11 06:49:53.774100 UTC,213.836,-7.48485;
2025-06-11 06:49:55.774100 UTC,213.772,-7.39473;
2025-06-11 06:49:57.774100 UTC,213.709,-7.30442;
2025-06-11 06:49:59.774100 UTC,213.645,-7.21391;
2025-06-11 06:50:01.774100 UTC,213.58,-7.12319;
2025-06-11 06:50:03.774100 UTC,213.515,-7.03227;
2025-06-11 06:50:05.774100 UTC,213.449,-6.94114;
2025-06-11 06:50:07.774100 UTC,213.383,-6.84981;
2025-06-11 06:50:09.774100 UTC,213.317,-6.75826;
2025-06-11 06:50:11.774100 UTC,213.25,-6.6665;
2025-06-11 06:50:13.774100 UTC,213.182,-6.57453;
2025-06-11 06:50:15.774100 UTC,213.114,-6.48234;
2025-06-11 06:50:17.774100 UTC,213.046,-6.38993;
2025-06-11 06:50:19.774100 UTC,212.977,-6.29729;
2025-06-11 06:50:21.774100 UTC,212.907,-6.20444;
2025-06-11 06:50:23.774100 UTC,212.837,-6.11136;
2025-06-11 06:50:25.774100 UTC,212.767,-6.01805;
2025-06-11 06:50:27.774100 UTC,212.696,-5.92452;
2025-06-11 06:50:29.774100 UTC,212.624,-5.83075;
2025-06-11 06:50:31.774100 UTC,212.552,-5.73674;
2025-06-11 06:50:33.774100 UTC,212.479,-5.6425;
2025-06-11 06:50:35.774100 UTC,212.406,-5.54802;
2025-06-11 06:50:37.774100 UTC,212.332,-5.45329;
2025-06-11 06:50:39.774100 UTC,212.258,-5.35833;
2025-06-11 06:50:41.774100 UTC,212.183,-5.26311;
2025-06-11 06:50:43.774100 UTC,212.107,-5.16765;
2025-06-11 06:50:45.774100 UTC,212.031,-5.07193;
2025-06-11 06:50:47.774100 UTC,211.955,-4.97596;
2025-06-11 06:50:49.774100 UTC,211.877,-4.87974;
2025-06-11 06:50:51.774100 UTC,211.799,-4.78325;
2025-06-11 06:50:53.774100 UTC,211.721,-4.6865;
2025-06-11 06:50:55.774100 UTC,211.642,-4.58949;
2025-06-11 06:50:57.774100 UTC,211.562,-4.49221;
2025-06-11 06:50:59.774100 UTC,211.482,-4.39466;
2025-06-11 06:51:01.774100 UTC,211.4,-4.29683;
2025-06-11 06:51:03.774100 UTC,211.319,-4.19873;
2025-06-11 06:51:05.774100 UTC,211.236,-4.10035;
2025-06-11 06:51:07.774100 UTC,211.153,-4.00169;
2025-06-11 06:51:09.774100 UTC,211.07,-3.90275;
2025-06-11 06:51:11.774100 UTC,210.985,-3.80352;
2025-06-11 06:51:13.774100 UTC,210.9,-3.70399;
2025-06-11 06:51:15.774100 UTC,210.814,-3.60418;
2025-06-11 06:51:17.774100 UTC,210.728,-3.50406;
2025-06-11 06:51:19.774100 UTC,210.641,-3.40365;
2025-06-11 06:51:21.774100 UTC,210.553,-3.30293;
2025-06-11 06:51:23.774100 UTC,210.464,-3.20191;
2025-06-11 06:51:25.774100 UTC,210.374,-3.10058;
2025-06-11 06:51:27.774100 UTC,210.284,-2.99894;
2025-06-11 06:51:29.774100 UTC,210.193,-2.89698;
2025-06-11 06:51:31.774100 UTC,210.101,-2.7947;
2025-06-11 06:51:33.774100 UTC,210.009,-2.6921;
2025-06-11 06:51:35.774100 UTC,209.916,-2.58917;
2025-06-11 06:51:37.774100 UTC,209.821,-2.48592;
2025-06-11 06:51:39.774100 UTC,209.726,-2.38233;
2025-06-11 06:51:41.774100 UTC,209.631,-2.2784;
2025-06-11 06:51:43.774100 UTC,209.534,-2.17414;
2025-06-11 06:51:45.774100 UTC,209.436,-2.06953;
2025-06-11 06:51:47.774100 UTC,209.338,-1.96457;
2025-06-11 06:51:49.774100 UTC,209.239,-1.85927;
2025-06-11 06:51:51.774100 UTC,209.139,-1.75361;
2025-06-11 06:51:53.774100 UTC,209.038,-1.64759;
2025-06-11 06:51:55.774100 UTC,208.936,-1.54121;
2025-06-11 06:51:57.774100 UTC,208.833,-1.43446;
2025-06-11 06:51:59.774100 UTC,208.729,-1.32735;
2025-06-11 06:52:01.774100 UTC,208.624,-1.21986;
2025-06-11 06:52:03.774100 UTC,208.519,-1.11199;
2025-06-11 06:52:05.774100 UTC,208.412,-1.00374;
2025-06-11 06:52:07.774100 UTC,208.304,-0.895105;
2025-06-11 06:52:09.774100 UTC,208.196,-0.78608;
2025-06-11 06:52:11.774100 UTC,208.086,-0.676661;
2025-06-11 06:52:13.774100 UTC,207.976,-0.566843;
2025-06-11 06:52:15.774100 UTC,207.864,-0.456623;
2025-06-11 06:52:17.774100 UTC,207.751,-0.345997;
2025-06-11 06:52:19.774100 UTC,207.637,-0.234959;
2025-06-11 06:52:21.774100 UTC,207.522,-0.123506;
2025-06-11 06:52:23.774100 UTC,207.406,-0.0116325;
2025-06-11 06:52:25.774100 UTC,207.289,0.100665;
2025-06-11 06:52:27.774100 UTC,207.171,0.213392;
2025-06-11 06:52:29.774100 UTC,207.051,0.326552;
2025-06-11 06:52:31.774100 UTC,206.931,0.44015;
2025-06-11 06:52:33.774100 UTC,206.809,0.554191;
2025-06-11 06:52:35.774100 UTC,206.686,0.668679;
2025-06-11 06:52:37.774100 UTC,206.562,0.783619;
2025-06-11 06:52:39.774100 UTC,206.437,0.899017;
2025-06-11 06:52:41.774100 UTC,206.31,1.01488;
2025-06-11 06:52:43.774100 UTC,206.182,1.1312;
2025-06-11 06:52:45.774100 UTC,206.053,1.248;
2025-06-11 06:52:47.774100 UTC,205.922,1.36527;
2025-06-11 06:52:49.774100 UTC,205.791,1.48303;
2025-06-11 06:52:51.774100 UTC,205.658,1.60127;
2025-06-11 06:52:53.774100 UTC,205.523,1.72;
2025-06-11 06:52:55.774100 UTC,205.387,1.83923;
2025-06-11 06:52:57.774100 UTC,205.25,1.95896;
2025-06-11 06:52:59.774100 UTC,205.111,2.0792;
2025-06-11 06:53:01.774100 UTC,204.971,2.19995;
2025-06-11 06:53:03.774100 UTC,204.829,2.32122;
2025-06-11 06:53:05.774100 UTC,204.686,2.44301;
2025-06-11 06:53:07.774100 UTC,204.542,2.56533;
2025-06-11 06:53:09.774100 UTC,204.396,2.68818;
2025-06-11 06:53:11.774100 UTC,204.248,2.81158;
2025-06-11 06:53:13.774100 UTC,204.099,2.93551;
2025-06-11 06:53:15.774100 UTC,203.948,3.06;
2025-06-11 06:53:17.774100 UTC,203.795,3.18504;
2025-06-11 06:53:19.774100 UTC,203.641,3.31064;
2025-06-11 06:53:21.774100 UTC,203.486,3.4368;
2025-06-11 06:53:23.774100 UTC,203.328,3.56354;
2025-06-11 06:53:25.774100 UTC,203.169,3.69086;
2025-06-11 06:53:27.774100 UTC,203.008,3.81876;
2025-06-11 06:53:29.774100 UTC,202.845,3.94724;
2025-06-11 06:53:31.774100 UTC,202.681,4.07632;
2025-06-11 06:53:33.774100 UTC,202.514,4.206;
2025-06-11 06:53:35.774100 UTC,202.346,4.33629;
2025-06-11 06:53:37.774100 UTC,202.176,4.46718;
2025-06-11 06:53:39.774100 UTC,202.004,4.59869;
2025-06-11 06:53:41.774100 UTC,201.83,4.73083;
2025-06-11 06:53:43.774100 UTC,201.654,4.86359;
2025-06-11 06:53:45.774100 UTC,201.476,4.99698;
2025-06-11 06:53:47.774100 UTC,201.296,5.13101;
2025-06-11 06:53:49.774100 UTC,201.114,5.26568;
2025-06-11 06:53:51.774100 UTC,200.93,5.40101;
2025-06-11 06:53:53.774100 UTC,200.744,5.53698;
2025-06-11 06:53:55.774100 UTC,200.555,5.67362;
2025-06-11 06:53:57.774100 UTC,200.364,5.81092;
2025-06-11 06:53:59.774100 UTC,200.171,5.9489;
2025-06-11 06:54:01.774100 UTC,199.976,6.08754;
2025-06-11 06:54:03.774100 UTC,199.779,6.22687;
2025-06-11 06:54:05.774100 UTC,199.579,6.36689;
2025-06-11 06:54:07.774100 UTC,199.376,6.50759;
2025-06-11 06:54:09.774100 UTC,199.172,6.64899;
2025-06-11 06:54:11.774100 UTC,198.965,6.79109;
2025-06-11 06:54:13.774100 UTC,198.755,6.93389;
2025-06-11 06:54:15.774100 UTC,198.543,7.0774;
2025-06-11 06:54:17.774100 UTC,198.328,7.22163;
2025-06-11 06:54:19.774100 UTC,198.11,7.36657;
2025-06-11 06:54:21.774100 UTC,197.89,7.51224;
2025-06-11 06:54:23.774100 UTC,197.667,7.65862;
2025-06-11 06:54:25.774100 UTC,197.441,7.80574;
2025-06-11 06:54:27.774100 UTC,197.213,7.95359;
2025-06-11 06:54:29.774100 UTC,196.982,8.10218;
2025-06-11 06:54:31.774100 UTC,196.747,8.2515;
2025-06-11 06:54:33.774100 UTC,196.51,8.40156;
2025-06-11 06:54:35.774100 UTC,196.27,8.55237;
2025-06-11 06:54:37.774100 UTC,196.027,8.70393;
2025-06-11 06:54:39.774100 UTC,195.781,8.85623;
2025-06-11 06:54:41.774100 UTC,195.531,9.00928;
2025-06-11 06:54:43.774100 UTC,195.278,9.16308;
2025-06-11 06:54:45.774100 UTC,195.022,9.31763;
2025-06-11 06:54:47.774100 UTC,194.763,9.47294;
2025-06-11 06:54:49.774100 UTC,194.501,9.62899;
2025-06-11 06:54:51.774100 UTC,194.235,9.7858;
2025-06-11 06:54:53.774100 UTC,193.965,9.94336;
2025-06-11 06:54:55.774100 UTC,193.692,10.1017;
2025-06-11 06:54:57.774100 UTC,193.415,10.2607;
2025-06-11 06:54:59.774100 UTC,193.135,10.4205;
2025-06-11 06:55:01.774100 UTC,192.851,10.5811;
2025-06-11 06:55:03.774100 UTC,192.564,10.7424;
2025-06-11 06:55:05.774100 UTC,192.272,10.9044;
2025-06-11 06:55:07.774100 UTC,191.977,11.0671;
2025-06-11 06:55:09.774100 UTC,191.677,11.2306;
2025-06-11 06:55:11.774100 UTC,191.374,11.3948;
2025-06-11 06:55:13.774100 UTC,191.066,11.5597;
2025-06-11 06:55:15.774100 UTC,190.755,11.7253;
2025-06-11 06:55:17.774100 UTC,190.439,11.8916;
2025-06-11 06:55:19.774100 UTC,190.119,12.0586;
2025-06-11 06:55:21.774100 UTC,189.794,12.2263;
2025-06-11 06:55:23.774100 UTC,189.465,12.3946;
2025-06-11 06:55:25.774100 UTC,189.132,12.5636;
2025-06-11 06:55:27.774100 UTC,188.794,12.7332;
2025-06-11 06:55:29.774100 UTC,188.451,12.9035;
2025-06-11 06:55:31.774100 UTC,188.104,13.0744;
2025-06-11 06:55:33.774100 UTC,187.752,13.2458;
2025-06-11 06:55:35.774100 UTC,187.395,13.4179;
2025-06-11 06:55:37.774100 UTC,187.033,13.5905;
2025-06-11 06:55:39.774100 UTC,186.666,13.7636;
2025-06-11 06:55:41.774100 UTC,186.294,13.9372;
2025-06-11 06:55:43.774100 UTC,185.917,14.1114;
2025-06-11 06:55:45.774100 UTC,185.535,14.286;
2025-06-11 06:55:47.774100 UTC,185.148,14.461;
2025-06-11 06:55:49.774100 UTC,184.755,14.6365;
2025-06-11 06:55:51.774100 UTC,184.357,14.8123;
2025-06-11 06:55:53.774100 UTC,183.953,14.9885;
2025-06-11 06:55:55.774100 UTC,183.543,15.165;
2025-06-11 06:55:57.774100 UTC,183.128,15.3418;
2025-06-11 06:55:59.774100 UTC,182.708,15.5188;
2025-06-11 06:56:01.774100 UTC,182.281,15.696;
2025-06-11 06:56:03.774100 UTC,181.849,15.8734;
2025-06-11 06:56:05.774100 UTC,181.41,16.051;
2025-06-11 06:56:07.774100 UTC,180.966,16.2286;
2025-06-11 06:56:09.774100 UTC,180.515,16.4062;
2025-06-11 06:56:11.774100 UTC,180.058,16.5838;
2025-06-11 06:56:13.774100 UTC,179.595,16.7614;
2025-06-11 06:56:15.774100 UTC,179.126,16.9388;
2025-06-11 06:56:17.774100 UTC,178.65,17.116;
2025-06-11 06:56:19.774100 UTC,178.168,17.293;
2025-06-11 06:56:21.774100 UTC,177.68,17.4697;
2025-06-11 06:56:23.774100 UTC,177.185,17.646;
2025-06-11 06:56:25.774100 UTC,176.683,17.8219;
2025-06-11 06:56:27.774100 UTC,176.174,17.9973;
2025-06-11 06:56:29.774100 UTC,175.659,18.1721;
2025-06-11 06:56:31.774100 UTC,175.137,18.3462;
2025-06-11 06:56:33.774100 UTC,174.609,18.5196;
2025-06-11 06:56:35.774100 UTC,174.073,18.6923;
2025-06-11 06:56:37.774100 UTC,173.53,18.864;
2025-06-11 06:56:39.774100 UTC,172.981,19.0347;
2025-06-11 06:56:41.774100 UTC,172.425,19.2044;
2025-06-11 06:56:43.774100 UTC,171.861,19.3729;
2025-06-11 06:56:45.774100 UTC,171.291,19.5402;
2025-06-11 06:56:47.774100 UTC,170.713,19.7061;
2025-06-11 06:56:49.774100 UTC,170.129,19.8706;
2025-06-11 06:56:51.774100 UTC,169.537,20.0336;
2025-06-11 06:56:53.774100 UTC,168.938,20.1949;
2025-06-11 06:56:55.774100 UTC,168.332,20.3544;
2025-06-11 06:56:57.774100 UTC,167.72,20.5121;
2025-06-11 06:56:59.774100 UTC,167.1,20.6678;
2025-06-11 06:57:01.774100 UTC,166.473,20.8214;
2025-06-11 06:57:03.774100 UTC,165.839,20.9729;
2025-06-11 06:57:05.774100 UTC,165.199,21.122;
2025-06-11 06:57:07.774100 UTC,164.551,21.2687;
2025-06-11 06:57:09.774100 UTC,163.897,21.4128;
2025-06-11 06:57:11.774100 UTC,163.235,21.5543;
2025-06-11 06:57:13.774100 UTC,162.567,21.693;
2025-06-11 06:57:15.774100 UTC,161.893,21.8288;
2025-06-11 06:57:17.774100 UTC,161.212,21.9616;
2025-06-11 06:57:19.774100 UTC,160.525,22.0912;
2025-06-11 06:57:21.774100 UTC,159.831,22.2176;
2025-06-11 06:57:23.774100 UTC,159.131,22.3405;
2025-06-11 06:57:25.774100 UTC,158.425,22.46;
2025-06-11 06:57:27.774100 UTC,157.713,22.5758;
2025-06-11 06:57:29.774100 UTC,156.996,22.6879;
2025-06-11 06:57:31.774100 UTC,156.272,22.7961;
2025-06-11 06:57:33.774100 UTC,155.544,22.9003;
2025-06-11 06:57:35.774100 UTC,154.81,23.0005;
2025-06-11 06:57:37.774100 UTC,154.07,23.0964;
2025-06-11 06:57:39.774100 UTC,153.326,23.188;
2025-06-11 06:57:41.774100 UTC,152.578,23.2753;
2025-06-11 06:57:43.774100 UTC,151.825,23.358;
